col1,col2,col3
4.986335632776382,-0.1615143957491087,2.4454039793609152
-2.8741682397947694,0.022697186793950132,-1.5307953858446819
2.6157631935031413,-0.7314212576958011,-0.2644223890634045
-2.65456757363911,-1.4558783246629998,-0.39837033319050197
-0.6560149551226864,0.17786388517080295,-0.14128615487277751
0.4749535592502898,1.4443224078377068,-0.6188107725932461
0.679442109835165,1.0981064057360863,1.511642544771608
-2.4120473479958116,-0.9167522173602785,0.9879875672477845
-2.9635656318075907,-1.2875714341874631,0.5580909641157052
-5.275679266783416,0.5039334484023864,0.6651943725199484
-1.4393841867539108,-2.955874407484799,1.5120512632410295
4.255732299810731,-2.0030505550295534,-0.7179153050641379
-1.880386729034955,1.3500633552165002,-0.4985697444464649
-1.4048993404958463,-3.0682959922451376,1.566867417962408
4.278402394521245,-0.22622613942310393,0.6978952221780884
-3.290536011076841,1.024784587755783,0.37210937145898115
0.5321189623844197,-1.2264011783005115,0.8755786546154702
3.201370591674133,3.4928600424527163,0.18289174271103334
-1.7932275116641805,-1.7662054520724648,1.8256947810785193
0.2625648237848334,-1.9928721906524083,1.8309813577606333
2.2564583866492103,1.976748940735675,1.2814344608455621
-0.20243124252737865,1.882773572788177,0.056646879025890454
-0.02348036967763582,1.4400827594301226,-1.5476174364810673
-1.0396115428198234,2.482443859014102,1.1490992776951632
-0.7264616188117976,-3.0474511048730957,1.8055453492353202
-2.530265960634945,1.7342776600533871,0.0461202290431308
-1.8628277234650985,-1.2853537394267986,-0.2500531777959301
4.997869391781985,-0.45139217970960005,-1.3762498993652108
-1.0558276530783495,-3.9489965026042886,0.6689006465839478
0.7116790905262443,-2.1574026645149975,-0.3358682470312107
-1.8808147912412398,0.1114630962068984,-0.09816456687645052
-1.535316435958004,2.717840867947054,0.6100573743481442
3.0993259556432173,-0.6821651310715923,-0.08426303452995752
-2.8948273605714023,0.1865499832618663,-0.7488834832764756
1.0799708326255066,2.072666969123131,-1.1889829256442603
-2.6825135920409555,-1.0152044533521012,0.4703076871170336
-1.8347800242223316,-1.0622270200738695,-0.6949302374694969
3.102852479079287,-0.9090360269336571,1.2401662689470798
3.372127138565845,1.8964873041905153,-0.18738821279053866
-3.022151997476896,-1.336151337503968,1.0121368361582705
-2.462883220762645,-0.4471716907507771,-0.7474403670851364
-2.975765523442461,-1.327871367934069,-0.021271741773151952
4.7799164285778355,-2.120303210711821,-0.9117965951818418
-1.2149271800298835,-2.6675432315888847,2.6589158893982394
-2.8187937911677086,-1.001232953820407,0.4279835320323742
0.27182063389511035,4.564121620125229,1.05386450027356
0.8360163941244565,0.13719718313217974,-1.8989395243151341
5.430338734935257,0.10603834414231782,0.2684936494362156
-2.2186780106380333,-1.6440305759446812,1.4848399547542444
5.967069490809142,-1.3060015696137328,-0.4026001643257186
-0.7879865783118107,2.946604230778953,-0.21518139150854715
6.625148690962268,0.5825175172114019,-0.24133944177678449
4.157660243298101,-1.4911896720429596,0.4369713617340337
-2.2048956007324714,-2.608432364404817,-0.5008505369492328
-0.7696547059499953,1.3486920091963432,-0.4154928561039006
