col1,col2,col3,cluster
4.986335632776382,-0.1615143957491087,2.4454039793609152,1
-2.874168239794769,0.0226971867939501,-1.530795385844682,2
2.6157631935031413,-0.7314212576958011,-0.2644223890634045,3
-2.65456757363911,-1.4558783246629998,-0.3983703331905019,2
-0.6560149551226864,0.1778638851708029,-0.1412861548727775,4
0.4749535592502898,1.4443224078377068,-0.6188107725932461,4
0.679442109835165,1.0981064057360863,1.511642544771608,4
-2.412047347995812,-0.9167522173602785,0.9879875672477844,4
-2.9635656318075907,-1.2875714341874631,0.5580909641157052,2
-5.275679266783416,0.5039334484023864,0.6651943725199484,5
-1.4393841867539108,-2.955874407484799,1.5120512632410297,6
4.255732299810731,-2.003050555029553,-0.7179153050641379,3
-1.880386729034955,1.3500633552165002,-0.4985697444464649,2
-1.4048993404958463,-3.0682959922451376,1.566867417962408,6
4.278402394521245,-0.2262261394231039,0.6978952221780884,1
-3.290536011076841,1.024784587755783,0.3721093714589811,2
0.5321189623844197,-1.2264011783005115,0.8755786546154702,3
3.201370591674133,3.4928600424527163,0.1828917427110333,7
-1.7932275116641805,-1.7662054520724648,1.8256947810785196,6
0.2625648237848334,-1.9928721906524085,1.8309813577606333,6
2.2564583866492103,1.976748940735675,1.281434460845562,7
-0.2024312425273786,1.882773572788177,0.0566468790258904,4
-0.0234803696776358,1.4400827594301226,-1.5476174364810673,4
-1.0396115428198234,2.482443859014102,1.1490992776951632,8
-0.7264616188117976,-3.047451104873096,1.80554534923532,6
-2.530265960634945,1.7342776600533871,0.0461202290431308,2
-1.8628277234650985,-1.2853537394267986,-0.2500531777959301,2
4.997869391781985,-0.4513921797096,-1.3762498993652108,9
-1.0558276530783497,-3.9489965026042886,0.6689006465839478,6
0.7116790905262443,-2.157402664514997,-0.3358682470312107,3
-1.88081479124124,0.1114630962068984,-0.0981645668764505,2
-1.535316435958004,2.717840867947054,0.6100573743481442,8
3.0993259556432173,-0.6821651310715923,-0.0842630345299575,3
-2.8948273605714023,0.1865499832618663,-0.7488834832764756,2
1.0799708326255066,2.072666969123131,-1.1889829256442603,10
-2.6825135920409555,-1.0152044533521012,0.4703076871170336,2
-1.834780024222332,-1.0622270200738697,-0.6949302374694969,2
3.102852479079287,-0.9090360269336571,1.2401662689470798,1
3.372127138565845,1.8964873041905157,-0.1873882127905386,7
-3.022151997476896,-1.336151337503968,1.0121368361582703,6
-2.462883220762645,-0.4471716907507771,-0.7474403670851364,2
-2.975765523442461,-1.327871367934069,-0.0212717417731519,2
4.779916428577836,-2.120303210711821,-0.9117965951818418,9
-1.2149271800298835,-2.6675432315888847,2.6589158893982394,6
-2.818793791167709,-1.001232953820407,0.4279835320323742,2
0.2718206338951103,4.564121620125229,1.05386450027356,8
0.8360163941244565,0.1371971831321797,-1.898939524315134,4
5.430338734935257,0.1060383441423178,0.2684936494362156,1
-2.2186780106380333,-1.6440305759446812,1.4848399547542444,6
5.967069490809142,-1.3060015696137328,-0.4026001643257186,9
-0.7879865783118107,2.946604230778953,-0.2151813915085471,8
6.625148690962268,0.5825175172114019,-0.2413394417767844,9
4.157660243298101,-1.4911896720429596,0.4369713617340337,3
-2.204895600732472,-2.608432364404817,-0.5008505369492328,6
-0.7696547059499953,1.3486920091963432,-0.4154928561039006,4
4.1596537305643,-1.738901878367741,0.2460615220083699,3
-0.7377198864417125,2.5128639072053622,-0.2661420267176849,4
1.1489972509124742,2.282993688798694,1.6337385144711694,8
0.265290989072971,0.8404644410748097,-0.1904311498063853,4
3.2907124102810634,-0.8087571571805353,-1.1272801484136106,3
-2.7635117107673994,-1.3595870892370865,0.0108086942920767,2
-3.709049491358892,0.0647469558092899,-1.892115693910041,2
3.428461558309036,1.4283440328045258,-0.1314279807956129,3
1.0890563436093892,1.4038909196726854,-1.329156774361798,4
-0.0088016701394923,5.004064577816084,-0.8843084227353563,11
3.763272025723536,-0.4475770347664689,0.1312575924242165,3
1.935595518428142,2.941828572301334,0.6200225604867864,7
-1.3816453565037712,3.007360267785693,0.6325412930714438,8
-0.3731162339966028,-2.642081569889429,-1.9404221164044684,12
-2.381494716487301,-2.018113496723871,1.0407034775874109,6
4.546043625283762,-0.5056184597953328,0.8904705910432944,1
6.359043269275878,-0.8716967449176407,1.3189468321099818,1
-1.1024032123510137,-3.45290007172416,-0.6128617912800678,6
1.0198602645059378,-0.3038758761374113,1.715858264764043,13
-2.1332065262367035,-1.0234820676291374,2.6918512870316023,6
-2.9584738019408983,-1.4605651941424005,-0.1320644673984117,2
-2.776911587069424,-0.9161193424796674,0.5451990986969953,2
0.7116790905262443,-2.157402664514997,-0.3358682470312107,3
3.911710346430916,-2.057519236658368,-0.6082021260240594,3
-3.3885041297235765,0.7617858744658327,-1.126914220407737,2
-3.24924075547268,1.4473434735769497,-0.1867011357937996,2
-0.9083979931600492,0.6376464163547082,-0.1082596696971684,4
4.717629115403128,-0.9294373131206892,-1.3126084964567435,3
-1.095546174774063,-0.1400896569648048,-2.324864445440593,2
-2.43394513434471,-2.176351456491358,-0.1286162953534265,6
-2.65605767764921,-1.095470517025375,-0.9231647227647686,2
-2.647174298927128,-1.7212142618617208,-0.8785936387311645,2
-0.0883515146083642,1.635969400891619,1.7174591263866643,4
-2.92135276179136,0.1692791604730575,0.2070954174435556,2
3.8687297755084167,-0.3420760077019224,-1.0072472755299833,3
1.1411647060877417,-1.8793476992737104,0.4398252542055522,3
-2.0602643703655668,-0.6881931049621752,0.3112506431195126,2
-2.078691735888554,-0.9123725329237866,-0.7213900264521195,2
3.993342550246776,2.4543772593995845,0.0693328235669343,7
3.041153927325595,-0.5353285898856527,-0.3899091362584061,3
3.877231927921196,-1.3474377038118035,-2.482379461300771,9
-2.775833784133777,-1.8455012659026075,-0.6848515622239176,2
-2.857625057147488,1.61005533446947,-0.724585234630194,2
1.120559175309332,3.894747050899525,-0.2820626150717211,7
-1.962287769473673,-1.3951136731958411,1.7078984462384883,6
3.1521950842635684,-1.0272087112747623,-0.4501626669665586,3
2.293482168808219,1.4686928873137546,-1.2569035997167115,3
3.304585173600052,-1.0688388302825795,3.2484149092908225,1
-0.4503442590536222,1.5253117792042707,-0.9368107505407344,4
3.120245678656945,-1.6019703133509564,1.173626944408814,3
-1.0262246016118677,0.7645599971333829,1.8432900506418253,4
-2.599648356476913,0.3311202504578053,-0.5342378303939505,2
5.171709815945357,-1.3140673581734086,-1.9388261952384505,9
0.1058022202381041,0.968314629023926,2.391160497869937,8
-3.177081542373897,0.4897159547145138,-1.122497681191628,2
-2.7400309125952824,-1.2259611164970734,-0.455111368336152,2
0.7466923525389983,1.984152929716941,-0.6639451249109418,4
-2.1777026641600425,-1.6706040712191987,-0.0203451069992468,2
-4.091902379780024,-0.7691369881213791,-0.0498256579165322,2
-2.464282903102222,-2.027400561899221,0.9567977223465792,6
4.877457790904198,-0.7983049334482355,0.8682167614557911,1
2.246690496655756,-1.1687414907631706,-0.1970661535497438,3
6.008261879523792,-1.5182332140398325,0.7518694499129005,1
-3.033779163090752,0.886087631786122,-2.39684433597067,2
-0.6288284319227624,2.7096034451120428,-2.0941876369197647,10
0.4598837195479338,1.7776896633299848,-0.8533914583803666,4
-1.2256019901955282,2.7951169964587605,1.6062241045439225,8
2.7494246215046463,-0.9467251192936582,-0.5193912009490403,3
